RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,What is typically the main dish at your Thanksgiving dinner? - Other (please specify),How is the main dish typically cooked?,How is the main dish typically cooked? - Other (please specify),What kind of stuffing/dressing do you typically have?,What kind of stuffing/dressing do you typically have? - Other (please specify),What type of cranberry saucedo you typically have?,What type of cranberry saucedo you typically have? - Other (please specify),Do you typically have gravy?,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Brussel sprouts,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Carrots,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cauliflower,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Corn,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cornbread,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Fruit salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Green beans/green bean casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Macaroni and cheese,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Mashed potatoes,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Rolls/biscuits,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Squash,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Vegetable salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Yams/sweet potato casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Apple,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Buttermilk,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Cherry,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Chocolate,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Coconut cream,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Key lime,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Peach,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pecan,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pumpkin,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Sweet Potato,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - None,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Apple cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Blondies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Brownies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Carrot cake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cheesecake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cookies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Fudge,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Ice cream,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Peach cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - None,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Do you typically pray before or after the Thanksgiving meal?,How far will you travel for Thanksgiving?,Will you watch any of the following programs on Thanksgiving? Please select all that apply. - Macy's Parade,"What's the age cutoff at your ""kids' table"" at Thanksgiving?",Have you ever tried to meet up with hometown friends on Thanksgiving night?,"Have you ever attended a ""Friendsgiving?""",Will you shop any Black Friday sales on Thanksgiving Day?,Do you work in retail?,Will you employer make you work on Black Friday?,How would you describe where you live?,Age,What is your gender?,How much total combined money did all members of your HOUSEHOLD earn last year?,US Region
4337380720,Yes,Other (please specify),Prime Rib,Other (please specify),Barbeque,None,,None,,No,,,,Corn,,,,,Mashed potatoes,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,Yes,Yes,No,No,,Urban,45 - 59,Male,"$125,000 to $149,999",Pacific
4337369789,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,Blondies,,,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,14,Yes,No,Yes,No,,Urban,45 - 59,Male,"$100,000 to $124,999",East South Central
4337365738,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,Apple cobbler,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,Yes,No,,Suburban,45 - 59,Male,"$10,000 to $24,999",Pacific
4337360752,Yes,Turkey,,Roasted,,None,,Homemade,,Yes,Brussel sprouts,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,,21 or older,Yes,Yes,No,No,,Urban,18 - 29,Male,"$10,000 to $24,999",
4337360389,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,,,Brownies,,Cheesecake,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,15,No,No,No,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",Middle Atlantic
4337356672,Yes,Turkey,,Fried,,Bread-based,,Homemade,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,Yes,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",West South Central
4337347655,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,Other (please specify),Pie,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,Yes,No,,Suburban,18 - 29,Female,Prefer not to answer,Middle Atlantic
4337346312,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Rural,30 - 44,Male,"$25,000 to $49,999",East South Central
4337346261,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Male,"$10,000 to $24,999",
4337343090,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,,,,Mashed potatoes,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,11,Yes,Yes,Yes,Yes,Doesn't apply,Suburban,30 - 44,Male,"$10,000 to $24,999",Pacific
4337336787,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,Yes,Yes,No,,Suburban,18 - 29,Male,"$75,000 to $99,999",South Atlantic
4337336262,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,,,,,Vegetable salad,,,,,,,,,,,,Pumpkin,,,,,,,,Carrot cake,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,Yes,Yes,No,No,,Urban,45 - 59,Male,"$10,000 to $24,999",South Atlantic
4337333159,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,,Peach cobbler,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,Yes,No,No,,Suburban,30 - 44,Male,Prefer not to answer,West South Central
4337324697,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,,,,,,Apple cobbler,,Brownies,,Cheesecake,Cookies,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Male,"$50,000 to $74,999",South Atlantic
4337323392,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,Apple cobbler,,,,,Cookies,Fudge,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,No,No,,Rural,18 - 29,Male,"$25,000 to $49,999",Middle Atlantic
4337319123,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$175,000 to $199,999",New England
4337318895,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,,,,None,Other (please specify),We serve pine nut cake not pie,,,,,,,,,,,Other (please specify),pine nut cake ,No,Thanksgiving is happening at my home--I won't travel at all,,14,Yes,No,No,No,,Suburban,30 - 44,Male,"$200,000 and up",South Atlantic
4337311256,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,14,Yes,No,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",East North Central
4337310361,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pumpkin pie.,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Suburban,18 - 29,Male,"$10,000 to $24,999",West North Central
4337309060,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,Brussel sprouts,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,Cookies,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,15,No,No,No,No,,Suburban,18 - 29,Female,"$100,000 to $124,999",East North Central
4337301808,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Male,"$10,000 to $24,999",Pacific
4337296029,Yes,Ham/Pork,,Baked,,Bread-based,,None,,Yes,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Rural,30 - 44,Male,"$10,000 to $24,999",Pacific
4337292895,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",Mountain
4337288630,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337287733,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Suburban,18 - 29,Male,"$0 to $9,999",East North Central
4337284552,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,Yes,No,,Suburban,30 - 44,Male,"$75,000 to $99,999",West North Central
4337275528,Yes,Turkey,,Baked,,None,,None,,Yes,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,Brownies,,,Cookies,Fudge,Ice cream,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,No,No,No,,Rural,18 - 29,Male,"$25,000 to $49,999",West North Central
4337262725,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,Key lime,,Pecan,Pumpkin,,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,No,No,No,No,,Suburban,45 - 59,Male,"$125,000 to $149,999",West South Central
4337256857,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),roasted vegatables,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,,21 or older,No,No,No,No,,Urban,45 - 59,Male,"$25,000 to $49,999",West North Central
4337249904,Yes,Turkey,,Roasted,,Rice-based,,Homemade,,Yes,Brussel sprouts,Carrots,Cauliflower,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,Other (please specify),Okra!,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),"Pie, pumpkin",No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,No,No,,Suburban,30 - 44,Male,"$50,000 to $74,999",East North Central
4337247953,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),we stick to pie,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,18 - 29,Male,"$50,000 to $74,999",South Atlantic
4337235972,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,Other (please specify),"lemon maraigne, minch meat",,,,Carrot cake,Cheesecake,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,No,No,,Rural,45 - 59,Male,"$75,000 to $99,999",Middle Atlantic
4337235398,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,Key lime,,Pecan,Pumpkin,Sweet Potato,,,,,,,Carrot cake,,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,12,Yes,No,Yes,No,,Suburban,18 - 29,Male,"$50,000 to $74,999",South Atlantic
4337229414,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,Carrot cake,,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,18,Yes,Yes,Yes,No,,Urban,45 - 59,Male,"$100,000 to $124,999",Middle Atlantic
4337225703,Yes,Turkey,,Fried,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,,Squash,,,,,,,,,,,,,Pumpkin,Sweet Potato,,,,,,Brownies,,,,Fudge,Ice cream,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,Yes,No,No,,Urban,18 - 29,Male,"$100,000 to $124,999",East South Central
4337220006,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,,,,None,,,,,,,,,,,,,Other (please specify),choc. cake,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",South Atlantic
4337217411,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,No,No,,Suburban,45 - 59,Male,"$25,000 to $49,999",West South Central
4337202264,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,13,Yes,No,No,No,,Suburban,45 - 59,Male,"$125,000 to $149,999",Middle Atlantic
4337201482,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,,,,,Pumpkin,,,,,Apple cobbler,,Brownies,,Cheesecake,Cookies,,Ice cream,,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Urban,45 - 59,Male,"$50,000 to $74,999",Middle Atlantic
4337195940,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",Mountain
4337191550,Yes,Tofurkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Urban,30 - 44,Female,"$125,000 to $149,999",West South Central
4337190953,Yes,Turkey,,Baked,,Rice-based,,None,,Yes,,,,Corn,Cornbread,Fruit salad,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,Sweet Potato,,,,Apple cobbler,Blondies,Brownies,,,Cookies,Fudge,Ice cream,Peach cobbler,,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,Yes,Yes,Yes,No,,Suburban,18 - 29,Male,Prefer not to answer,West South Central
4337188795,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Male,"$0 to $9,999",Middle Atlantic
4337188006,Yes,Other (please specify),always different,Other (please specify),always different,None,,None,,No,,,,,,,,,,,,Vegetable salad,,,,,,,,,,,,,,None,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,Yes,No,No,,Urban,30 - 44,Female,"$75,000 to $99,999",New England
4337184092,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,Brussel sprouts,,Cauliflower,,,,,,,Rolls/biscuits,,,,,,,Buttermilk,,Chocolate,,,,,Pumpkin,Sweet Potato,,,,,,Brownies,,Cheesecake,Cookies,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,30 - 44,Female,"$0 to $9,999",East North Central
4337183363,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,30 - 44,Male,"$25,000 to $49,999",New England
4337169469,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Male,"$25,000 to $49,999",Pacific
4337168468,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pumpkin pie,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Urban,60+,Female,"$200,000 and up",West North Central
4337165710,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,Other (please specify),mincemeat,,,,,,,,,,,Other (please specify),pie,No,Thanksgiving is local--it will take place in the town I live in,,21 or older,No,No,No,No,,Urban,60+,Female,"$25,000 to $49,999",East North Central
4337164060,Yes,Turkey,,Baked,,Bread-based,,Other (please specify),Fresh cranberry/orange salad!,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,Other (please specify),fresh green peas,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,No,No,,Suburban,60+,Female,"$100,000 to $124,999",East North Central
4337163790,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,,,,Vegetable salad,Yams/sweet potato casserole,Other (please specify),Broccoli,Apple,,Cherry,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,No,Yes,No,Yes,Yes,Suburban,60+,Female,"$25,000 to $49,999",South Atlantic
4337162131,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,60+,Female,"$75,000 to $99,999",Middle Atlantic
4337161591,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,,,,,,,,,Apple cobbler,,,,,,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,Yes,Yes,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",Middle Atlantic
4337160605,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),"Peas, sometimes cranberry jello mold",,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pies and dream whip,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,21 or older,No,No,No,No,,Suburban,60+,Female,"$200,000 and up",Pacific
4337160531,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,60+,Female,Prefer not to answer,East North Central
4337160291,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,Buttermilk,,,,,,Pecan,,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,Yes,No,,Urban,30 - 44,Female,Prefer not to answer,West South Central
4337159183,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,No,No,,Suburban,30 - 44,Male,"$100,000 to $124,999",East South Central
